company_id,record_ids,employer_name,fair_days,fair_day_count,is_multi_day_company,website,company_careers_website,description,positions_recruited,degree_levels_recruited,academic_years_recruited,academic_year_recruitment_notes,degrees_majors_recruited,work_authorization_sponsorship,work_authorization_notes,sponsorship_flag,sponsorship_status,sponsorship_basis,sponsorship_evidence,regions_recruited,accept_hardcopy_resumes,role_titles,role_source_url,role_last_checked
naval_surface_warfare_center_philadelphia_division,naval_surface_warfare_center_philadelphia_division__tuesday,"Naval Surface Warfare Center, Philadelphia Division",Tuesday,1,False,https://www.navsea.navy.mil/Home/Warfare-Centers/NSWC-Philadelphia/,https://www.navsea.navy.mil/Home/Warfare-Centers/NSWC-Philadelphia/Career-Opportunities/,"NSWCPD provides research, development, test and evaluation, acquisition support, engineering, systems integration, in-service engineering and fleet support with cyber-security, comprehensive logistics, and life-cycle savings through commonality for surface and undersea vehicle machinery, ship systems, equipment and material and to execute other responsibilities as assigned by Commander, Naval Surface Warfare Center (COMN/AVSURFWARCEN)!","Co-op, Full-Time","Bachelors, Doctoral, Masters","Doctoral level student, Fourth year + undergraduate student, Recent Alumni (up to two years post graduation), Masters level student, Third year undergraduate student",,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Mechanical Engineering, Bachelors Naval Architecture and Marine Engineering, Doctoral Computer Science and Engineering, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering, Doctoral Electrical Engineering-Systems, Doctoral Mechanical Engineering, Doctoral Naval Architecture and Marine Engineering, Masters Computer Science and Engineering, Masters Data Science, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Energy Systems Engineering, Masters Mechanical Engineering, Masters Naval Architecture and Marine Engineering, Masters Structural Engineering, Masters Systems Engineering and Design",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Northeast,False,,,
nederveld_inc,nederveld_inc__tuesday,"Nederveld, Inc.",Tuesday,1,False,https://www.nederveld.com/,https://www.nederveld.com/careers,"Nederveld, Inc. was founded in 1977, specializing in land surveying. We have developed today into a multi-service organization providing comprehensive services in the disciplines of Civil Engineering, Land Planning, Landscape Architecture, Land Surveying, Reality Capture, and Forensic Engineering. You will find that the strength of Nederveld lies with the quality of our people and the diversity of the services we offer. We are dedicated people doing quality work no matter what. We service our clients across the country from eight offices in Ann Arbor, Chicago, Columbus, Denver, Grand Rapids, Holland, Knoxville, and Indianapolis.","Full-Time, Internship","Masters, Doctoral, Bachelors","Fourth year + undergraduate student, Masters level student, Recent Alumni (up to two years post graduation), Third year undergraduate student, Doctoral level student",,"Bachelors Civil Engineering, Doctoral Civil Engineering, Masters Civil Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,True,,,
nexthop_ai,nexthop_ai__monday,Nexthop AI,Monday,1,False,https://nexthop.ai/,https://nexthop.ai/join-us/,"At Nexthop AI, we are building the most efficient Al infrastructure for the world's largest cloud operators. Our team comprises industry veterans who care about delivering high quality products and solutions to the market.","Full-Time, Internship","Bachelors, Masters","Masters level student, Fourth year + undergraduate student, Third year undergraduate student",Looking for full-time and interns in their last year of study.,"Bachelors Computer Science, Bachelors Computer Engineering, Masters Computer Science and Engineering, Masters Electrical Engineering, Masters Electrical and Computer Engineering, Masters Electrical Engineering-Systems, Bachelors Electrical Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",Able to sponsor for full-time and interns.,Yes,Yes,work_authorization_notes,Able to sponsor for full-time and interns.,West,True,,,
nokia,nokia__tuesday,Nokia,Tuesday,1,False,https://www.nokia.com/,https://www.nokia.com/careers/,"At Deepfield, we develop cutting-edge systems that safeguard and sustain the global internet. We build solutions that cover IP network intelligence, analytics and distributed denial of service (DDoS) security. Using our Deepfield portfolio, our customers can obtain unique, real-time network and services insight that can help them improve their network performance and security, and optimize their customers’ experience for the 5G, cloud and IoT era. We are engaged in cutting-edge research at the intersection of data science, visualization, security, and network analytics. Come join us and help advance state-of-the-art network intelligence, analytics, and security!",Co-op,"Bachelors, Masters, Doctoral","Masters level student, Third year undergraduate student, Second year undergraduate student, Doctoral level student","Our program requires that students be currently enrolled students at the time of their co-op. We are looking for sophomores, juniors, and seniors provided they are currently enrolled students during their co-op term. We are also open to Masters or Doctorate students.","Bachelors Computer Science, Bachelors Computer Engineering, Bachelors Data Science, Masters Computer Science and Engineering, Masters Data Science, Doctoral Computer Science and Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",Visa sponsorship is only available for Master’s or PhD students.,Maybe,Limited,work_authorization_notes,Visa sponsorship is only available for Master’s or PhD students.,"Midwest, Northeast, Southeast, Southwest, West, Remote work opportunities may be available",True,,,
ohm_advisors,ohm_advisors__monday,OHM Advisors,Monday,1,False,https://www.ohm-advisors.com/,https://recruiting.ultipro.com/OHM1000OHMA/JobBoard/e6849ce8-d619-4e84-aedc-cdcd63008580/?q=&o=postedDateDesc,"OHM Advisors is an integrated engineering, architecture and planning firm committed to Advancing Communities. Our diverse 750+ mission-driven team of professionals work collaboratively across multiple service areas in multiple states, including architecture, engineering, planning, urban design and landscape architecture, surveying, and construction engineering, to create better places for people. We devote our public and private sector expertise, forward thinking and insightful counsel to enhancing the built environment and the natural world. At OHM Advisors, we believe in holistic thinking and services tailored to meet our clients' ambitions.","Full-Time, Internship","Bachelors, Masters","First year undergraduate student, Fourth year + undergraduate student, Second year undergraduate student, Third year undergraduate student, Masters level student",Primarily undergraduate students and master's students,"Bachelors Civil Engineering, Bachelors Environmental Engineering, Masters Civil Engineering, Masters Construction Engineering and Management, Masters Environmental Engineering, Masters Structural Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",,Maybe,Potential (work-auth only),work_authorization_sponsorship,"Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)","Midwest, Southeast",True,,,
old_mission_capital,old_mission_capital__monday,Old Mission Capital,Monday,1,False,https://www.oldmissioncapital.com/,https://www.oldmissioncapital.com/working-at-old-mission/,"Old Mission is a global proprietary trading firm that leverages state-of-the-art technology and research to identify and execute profitable trading strategies across multiple asset classes around the world. Our offices in Chicago, New York, and London are all composed of naturally-curious individuals who thrive in a team environment and constantly strive for improvement. Old Mission does not seek capital from outside investors, allowing us the flexibility to aggressively invest in our team members and keep them engaged in the firm’s growth.",Full-Time,"Bachelors, Masters","Third year undergraduate student, Masters level student, Fourth year + undergraduate student",,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Electrical Engineering, Bachelors Data Science, Bachelors Engineering, Bachelors Engineering (undeclared), Bachelors Engineering Physics, Masters Computer Science and Engineering, Masters Data Science, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Systems Engineering and Design","Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship",,Maybe,Potential (work-auth only),work_authorization_sponsorship,"Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship",Midwest,False,,,
one_power_company,one_power_company__tuesday,One Power Company,Tuesday,1,False,www.onepower.com,https://onepower.com/careers/,"Founded in 2009, One Power is an industrial power company that is decarbonizing manufacturing, enabling customer control, and building the customer-centric power grid of the future. The company provides physical solutions including Wind for Industry® and ManagedHV™, as well as analytics and commercial offerings to enable end users to fully customize their energy experience. One Power is a Utility 2.0 company and is the largest installer and owner of behind-the-meter wind energy in the United States. Learn more at www.onepower.com","Co-op, Full-Time, Internship","Bachelors, Masters","Fourth year + undergraduate student, Masters level student, Recent Alumni (up to two years post graduation), Third year undergraduate student, Second year undergraduate student","We will look at all academic years for our internship opportunities, and 4th year undergraduate or graduating masters for full-time opportunities.","Bachelors Civil Engineering, Bachelors Electrical Engineering, Bachelors Mechanical Engineering, Masters Civil Engineering, Masters Electrical Engineering, Masters Energy Systems Engineering, Masters Environmental Engineering, Bachelors Environmental Engineering","Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship","Open to all F-1 students for internships, will need your EAD. Open to all F-1 students with a STEM degree for full-time opportunities.",No,No,work_authorization_notes,"Open to all F-1 students for internships, will need your EAD. Open to all F-1 students with a STEM degree for full-time opportunities.",Midwest,True,,,
onestream_software,onestream_software__monday,OneStream Software,Monday,1,False,https://www.onestream.com/,https://www.onestream.com/careers/,"OneStream is how today’s Finance teams can go beyond just reporting on the past and Take Finance Further™ by steering the business to the future. It’s the only enterprise finance platform that unifies financial and operational data, embeds AI for better decisions and productivity, and empowers the CFO to become a critical driver of business strategy and execution. Our vision is to be the operating system for modern finance, digitizing core financial functions and empowering the CFO to become a critical driver of business strategy.",Internship,"Bachelors, Masters","Third year undergraduate student, Masters level student, Second year undergraduate student",Those graduating in May 2027 or May 2028,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Masters Computer Science and Engineering, Masters Data Science",Authorized to work in the United States and WILL NOT require future sponsorship,All candidates must be legally authorized to work for any company in the country where this position is located without sponsorship.,No,No,work_authorization_notes,All candidates must be legally authorized to work for any company in the country where this position is located without sponsorship.,"Midwest, Remote work opportunities may be available",True,,,
optilogic,optilogic__tuesday,Optilogic,Tuesday,1,False,https://optilogic.com/,https://optilogic.com/,Optilogic,Internship,"Bachelors, Masters","Recent Alumni (up to two years post graduation), Fourth year + undergraduate student, Third year undergraduate student, Masters level student",,"Bachelors Industrial and Operations Engineering, Masters Industrial and Operations Engineering","Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship",Michigan,Maybe,Potential (work-auth only),work_authorization_sponsorship,"Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.), Authorized to work in the United States and WILL NOT require future sponsorship","Midwest, Northeast, Southeast, Southwest, West",True,,,
origami_risk,origami_risk__tuesday,Origami Risk,Tuesday,1,False,www.origamirisk.com,https://www.origamirisk.com/about/careers/,"Origami Risk delivers single-platform SaaS solutions that help organizations best navigate the complexities of risk, insurance, compliance, and safety management. Founded by industry veterans who recognized the need for risk management technology that was more configurable, intuitive, and scalable, Origami continues to add to its innovative product offerings for managing both insurable and uninsurable risk; facilitating compliance; improving safety; and helping insurers, MGAs, TPAs, and brokers provide enhanced services that drive results. A singular focus on client success underlies Origami’s approach to developing, implementing, and supporting our award-winning software solutions.","Full-Time, Internship",Bachelors,"Fourth year + undergraduate student, Recent Alumni (up to two years post graduation), Third year undergraduate student",,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Industrial and Operations Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Southeast",True,,,
parker_hannifin_corporation,parker_hannifin_corporation__monday,Parker Hannifin Corporation,Monday,1,False,http://parker.com/us/en/home.html,https://www.parker.com/us/en/careers.html,"Parker Hannifin is a Fortune 250 global leader in motion and control technologies. Across a wide range of mobile, industrial and aerospace markets, for more than a century Parker has been enabling engineering breakthroughs that lead to a better tomorrow. Parker operates in 44 countries and employs more than 62,500 people worldwide.",Full-Time,Bachelors,Fourth year + undergraduate student,,"Bachelors Aerospace Engineering, Bachelors Chemical Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Environmental Engineering, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"West, Southwest, Southeast, Northeast, Midwest",True,,,
penn_engineering_and_manufacturing,penn_engineering_and_manufacturing__tuesday,Penn Engineering and Manufacturing,Tuesday,1,False,https://www.pemnet.com/,https://www.penn-eng.com/careers/?_gl=1*svpj4f*_gcl_au*NDUyOTgzMjY0LjE3NTUxMTMzODQ.,"Since our founding in 1942, PennEngineering® has grown to become the premier engineered fastening, installation and wire protection resource worldwide. Our global footprint enables us to manufacture our products in the regions where they're consumed with a network of in-house technical engineering experts at every location. Our global presence and support enables us to deliver highly technical solutions wherever and whenever you need them.","Co-op, Full-Time, Internship","Masters, Bachelors","Fourth year + undergraduate student, Recent Alumni (up to two years post graduation), Third year undergraduate student, Masters level student",N/A.,"Bachelors Industrial and Operations Engineering, Bachelors Mechanical Engineering, Masters Automotive Engineering, Masters Electrical Engineering, Masters Industrial and Operations Engineering, Masters Manufacturing, Masters Mechanical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,N/A.,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,True,,,
perrigo_company,perrigo_company__tuesday,Perrigo Company,Tuesday,1,False,https://www.perrigo.com/,https://careers.perrigo.com/,"Perrigo is a Top 10 player in the European Consumer Self-Care market and the largest U.S. store brand provider of over the counter and infant formula. We are driven by our mission to Make Lives Better Through Trusted Health and Wellness Solutions, Accessible to All. Dedicated to providing The Best Self-Care for Everyone, we are the people behind the brands you trust. We are Opill®, Compeed®, Solpadeine®, NiQuitin®, ACO®, and many more.",Internship,Bachelors,"Second year undergraduate student, Third year undergraduate student",,"Bachelors Biomedical Engineering, Bachelors Chemical Engineering, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Industrial and Operations Engineering, Bachelors Mechanical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,True,,,
point72,point72__monday,Point72,Monday,1,False,https://point72.com/,https://careers.point72.com/?experience=internships,"Point72 is a leading global alternative investment firm led by Steven A. Cohen. Building on more than 30 years of investing experience, we seek to deliver superior returns for our investors through fundamental and systematic investing strategies across asset classes and geographies.",Full-Time,"Bachelors, Doctoral, Masters","Second year undergraduate student, Third year undergraduate student, Masters level student, Doctoral level student",Primarily Juniors,"Bachelors Aerospace Engineering, Bachelors Biomedical Engineering, Bachelors Chemical Engineering, Bachelors Civil Engineering, Bachelors Climate and Meteorology, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering (undeclared), Bachelors Engineering Physics, Bachelors Environmental Engineering, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Naval Architecture and Marine Engineering, Bachelors Nuclear Engineering and Radiological Sciences, Bachelors Robotics, Bachelors Space Science and Engineering, Doctoral Aerospace Engineering, Doctoral Applied Physics, Doctoral Atmospheric Oceanic and Space Sciences, Doctoral Biomedical Engineering, Doctoral Chemical Engineering, Doctoral Civil Engineering, Doctoral Climate and Space Sciences and Engineering, Doctoral Computer Science and Engineering, Doctoral Design Science, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering, Doctoral Electrical Engineering-Systems, Doctoral Engineering Education Research, Doctoral Industrial and Operations Engineering, Doctoral Environmental Engineering, Doctoral Macromolecular Science and Engineering, Doctoral Manufacturing, Doctoral Materials Science and Engineering, Doctoral Mechanical Engineering, Doctoral Naval Architecture and Marine Engineering, Doctoral Nuclear Engineering and Radiological Sciences, Doctoral Robotics, Masters Advanced Medical Product Engineering & Development, Masters Aerospace Engineering, Masters Applied Climate, Masters Applied Physics, Masters Automotive Engineering, Masters Biomedical Engineering, Masters Chemical Engineering, Masters Civil Engineering, Masters Climate and Space Sciences and Engineering, Masters Computer Science and Engineering, Masters Construction Engineering and Management, Masters Data Science, Masters Design Science, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Energy Systems Engineering, Masters Engineering Education Research, Masters Environmental Engineering, Masters Global Automotive and Manufacturing Engineering, Masters Industrial and Operations Engineering, Masters Macromolecular Science and Engineering, Masters Manufacturing, Masters Materials Science and Engineering, Masters Mechanical Engineering, Masters Naval Architecture and Marine Engineering, Masters Nuclear Engineering and Radiological Sciences, Masters Robotics, Masters Smart Infrastructure Finance, Masters Space Engineering, Masters Structural Engineering, Masters Systems Engineering and Design","Authorized to work in the United States and WILL NOT require future sponsorship, Will need immediate sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",Sponsorship case by case,Maybe,Case-by-case,work_authorization_notes,Sponsorship case by case,Northeast,False,,,
portsmouth_naval_shipyard,portsmouth_naval_shipyard__monday,Portsmouth Naval Shipyard,Monday,1,False,,,,,,,,,,,No,No,default_no_explicit_sponsorship,,,True,,,
pratt_miller,pratt_miller__monday,Pratt Miller,Monday,1,False,www.prattmiller.com,www.prattmiller.com/careers,Pratt Miller is transforming what’s possible in high performance vehicle engineering and product development with ingenious solutions to the world’s toughest challenges.,"Co-op, Full-Time","Bachelors, Masters","Third year undergraduate student, Second year undergraduate student, Masters level student",,"Bachelors Electrical Engineering, Bachelors Mechanical Engineering, Bachelors Robotics, Bachelors Computer Science",Authorized to work in the United States and WILL NOT require future sponsorship,"Certain positions with Oshkosh Corporation require access to controlled goods and technologies subject to the International Traffic in Arms Regulations or the Export Administration Regulations. Applicants for these positions may need to be ""U.S. Persons,"" as defined in these regulations. Generally, a ""U.S. Person"" is a U.S. citizen, lawful permanent resident, or an individual who has been admitted as a refugee or granted asylum.",No,No,work_authorization_notes,"Certain positions with Oshkosh Corporation require access to controlled goods and technologies subject to the International Traffic in Arms Regulations or the Export Administration Regulations. Applicants for these positions may need to be ""U.S. Persons,"" as defined in these regulations. Generally, a ""U.S. Person"" is a U.S. citizen, lawful permanent resident, or an individual who has been admitted as a refugee or granted asylum.",Midwest,True,,,
prein_and_newhof,prein_and_newhof__tuesday,Prein&Newhof,Tuesday,1,False,https://www.preinnewhof.com/,https://www.preinnewhof.com/careers/,"Prein&Newhof is built on the belief that long-term thinking matters. We’re committed to looking beyond immediate needs to deliver solutions that stand the test of time. Our core values guide everything we do. We don’t take them for granted. Instead, we work intentionally to live them out, day after day. To us, “seeing farther” isn’t just a single decision, it’s a mindset shaped by the everyday choices we make: Speaking with kindness and respect; Doing the job right, even when it’s hard; Putting others’ needs ahead of our own; Making time to learn and grow; Taking thoughtful risks and owning the outcome; Always telling the full truth.","Full-Time, Internship","Bachelors, Masters","First year undergraduate student, Fourth year + undergraduate student, Masters level student, Second year undergraduate student, Third year undergraduate student, Recent Alumni (up to two years post graduation)",,"Bachelors Civil Engineering, Bachelors Environmental Engineering, Masters Civil Engineering, Masters Environmental Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,True,,,
pricewaterhousecoopers,pricewaterhousecoopers__tuesday,PricewaterhouseCoopers,Tuesday,1,False,www.pwc.com,https://jobs.us.pwc.com/entry-level,"At PwC, we help clients drive their companies to the leading edge. We’re a tech-forward, people-empowered network with more than 370,000 people in 149 countries. Across audit and assurance, tax and legal, deals and consulting we help build, accelerate and sustain momentum. Find out more at www.pwc.com.","Internship, Full-Time","Bachelors, Masters","Third year undergraduate student, Fourth year + undergraduate student",Recruiting for Juniors and Seniors,"Bachelors Chemical Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Engineering, Bachelors Mechanical Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",Check the individual job application on our website to see if we sponsor for that role.,Maybe,Case-by-case,work_authorization_notes,Check the individual job application on our website to see if we sponsor for that role.,"Midwest, Northeast, Southeast, Southwest, West",False,,,
procter_and_gamble,procter_and_gamble__monday,Procter & Gamble,Monday,1,False,https://us.pg.com/,https://www.pgcareers.com/global/en,"P&G was founded over 180 years ago as a simple soap and candle company. Today, we’re the world’s largest consumer goods company and home to iconic, trusted brands that make life a little bit easier in small but meaningful ways. We’ve spanned three centuries thanks to three simple ideas: leadership, innovation and citizenship. The insight, innovation and passion of talented teams has helped us grow into a global company that is governed responsibly and ethically, that is open and transparent, and that supports good causes and protects the environment. This is a place where you can be proud to work and do something that matters.","Full-Time, Internship","Bachelors, Masters, Doctoral","First year undergraduate student, Fourth year + undergraduate student, Masters level student, Doctoral level student",,"Bachelors Aerospace Engineering, Bachelors Biomedical Engineering, Bachelors Chemical Engineering, Bachelors Civil Engineering, Bachelors Climate and Meteorology, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Engineering (undeclared), Bachelors Engineering Physics, Bachelors Environmental Engineering, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Naval Architecture and Marine Engineering, Bachelors Nuclear Engineering and Radiological Sciences, Bachelors Robotics, Bachelors Space Science and Engineering, Doctoral Aerospace Engineering, Doctoral Applied Physics, Doctoral Atmospheric Oceanic and Space Sciences, Doctoral Biomedical Engineering, Doctoral Chemical Engineering, Doctoral Civil Engineering, Doctoral Climate and Space Sciences and Engineering, Doctoral Computer Science and Engineering, Doctoral Design Science, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering, Doctoral Electrical Engineering-Systems, Doctoral Engineering Education Research, Doctoral Environmental Engineering, Doctoral Industrial and Operations Engineering, Doctoral Macromolecular Science and Engineering, Doctoral Manufacturing, Doctoral Materials Science and Engineering, Doctoral Mechanical Engineering, Doctoral Naval Architecture and Marine Engineering, Doctoral Nuclear Engineering and Radiological Sciences, Doctoral Robotics, Masters Advanced Medical Product Engineering & Development, Masters Aerospace Engineering, Masters Applied Climate, Masters Applied Physics, Masters Automotive Engineering, Masters Biomedical Engineering, Masters Chemical Engineering, Masters Civil Engineering, Masters Climate and Space Sciences and Engineering, Masters Computer Science and Engineering, Masters Construction Engineering and Management, Masters Data Science, Masters Design Science, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Energy Systems Engineering, Masters Engineering Education Research, Masters Environmental Engineering, Masters Global Automotive and Manufacturing Engineering, Masters Industrial and Operations Engineering, Masters Macromolecular Science and Engineering, Masters Manufacturing, Masters Materials Science and Engineering, Masters Mechanical Engineering, Masters Naval Architecture and Marine Engineering, Masters Nuclear Engineering and Radiological Sciences, Masters Robotics, Masters Smart Infrastructure Finance, Masters Space Engineering, Masters Structural Engineering, Masters Systems Engineering and Design",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast, Southeast, Southwest, West",True,,,
progressive_companies,progressive_companies__tuesday,Progressive Companies,Tuesday,1,False,www.weareprogressive.com,www.weareprogressive.com/careers,"Why We Work Here If you ask us, being a great place to work means valuing collaboration and creativity, caring deeply about good design, and giving our people the autonomy to shape their own futures. Plus, our employees know they make a real impact as an integral part of the team. We encourage them to think creatively at every level and we support and encourage personal and professional interests, activities, and responsibilities.","Full-Time, Internship","Bachelors, Masters","Third year undergraduate student, Fourth year + undergraduate student, Masters level student",,"Bachelors Civil Engineering, Bachelors Electrical Engineering, Bachelors Mechanical Engineering, Masters Civil Engineering, Masters Electrical Engineering, Masters Mechanical Engineering, Masters Structural Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Will need immediate sponsorship",,Maybe,Potential (work-auth only),work_authorization_sponsorship,"Authorized to work in the United States and WILL NOT require future sponsorship, Will need immediate sponsorship","Midwest, Southeast",False,,,
qumulo,qumulo__tuesday,Qumulo,Tuesday,1,False,https://qumulo.com/,https://qumulo.com/careers/,"Qumulo is the unstructured data platform to store and manage exabyte-scale data anywhere – at the edge, in the core data center and in the cloud. With unstructured data growing in more locations faster than ever before, enterprises today need a way to store, manage, and curate data simply and efficiently in any location, on any platform. This is precisely what Qumulo was founded to accomplish.","Internship, Full-Time","Bachelors, Masters","Fourth year + undergraduate student, Second year undergraduate student, Third year undergraduate student, Masters level student, Recent Alumni (up to two years post graduation)",,"Bachelors Computer Engineering, Bachelors Computer Science, Masters Computer Science and Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",,Maybe,Potential (work-auth only),work_authorization_sponsorship,"Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",West,True,,,
rtx,rtx__monday,RTX,Monday,1,False,www.rtx.com/careers/overview,www.rtx.com/careers/overview,"RTX is the world’s largest aerospace and defense company. With more than 180,000 global employees, we push the limits of technology and science to redefine how we connect and protect our world. Our industry-leading businesses are advancing aviation, engineering integrated defense systems for operational success and developing next generation technology solutions and manufacturing to help global customers address their most critical challenges. Make a difference. Make the future of aerospace and defense.","Co-op, Full-Time, Internship","Bachelors, Masters","Fourth year + undergraduate student, Masters level student, Second year undergraduate student, Third year undergraduate student",,"Bachelors Aerospace Engineering, Bachelors Chemical Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Engineering (undeclared), Bachelors Engineering Physics, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Robotics, Bachelors Space Science and Engineering, Masters Aerospace Engineering, Masters Applied Physics, Masters Chemical Engineering, Masters Computer Science and Engineering, Masters Data Science, Masters Design Science, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Industrial and Operations Engineering, Masters Manufacturing, Masters Materials Science and Engineering, Masters Mechanical Engineering, Masters Robotics, Masters Space Engineering, Masters Structural Engineering, Masters Systems Engineering and Design",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast, Southeast, Southwest, West",True,,,
radar_applications_incorporated,radar_applications_incorporated__tuesday,Radar Applications Incorporated,Tuesday,1,False,radar-apps.com/,radar-apps.com/careers,Radar Applications Incorporated (RAI) is a rapidly growing start-up delivering advanced sensor technologies for airborne and satellite radar missions. We seek highly-motivated professionals to support our existing R&D programs and to help us solve challenging problems for our customers.,"Full-Time, Internship","Bachelors, Doctoral, Masters","Doctoral level student, First year undergraduate student, Fourth year + undergraduate student, Masters level student, Recent Alumni (up to two years post graduation), Second year undergraduate student, Third year undergraduate student",,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Electrical Engineering, Doctoral Computer Science and Engineering, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering, Doctoral Electrical Engineering-Systems, Masters Computer Science and Engineering, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,False,,,
